Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride
41,46,Urban,Gold,21,4.74,Evening,Economy,92,421.3105676
78,19,Suburban,Gold,66,4.62,Night,Premium,38,64.85483
65,40,Urban,Regular,99,4.95,Night,Premium,45,287.01297231
73,1,Rural,Gold,24,4.65,Morning,Economy,148,490.19701002
78,44,Suburban,Silver,59,4.41,Afternoon,Premium,95,387.19458917
81,43,Suburban,Silver,0,4.37,Night,Premium,136,529.61031026
70,8,Suburban,Silver,25,4.46,Morning,Economy,114,479.10920506
64,17,Rural,Regular,13,3.52,Morning,Premium,100,404.74310456
87,53,Suburban,Gold,16,3.8,Morning,Premium,106,425.25432228
64,33,Urban,Regular,88,4.2,Afternoon,Premium,155,568.08699854
51,43,Suburban,Regular,38,4.17,Night,Premium,58,285.23928931
82,1,Suburban,Silver,37,3.78,Night,Economy,89,230.54598946
85,24,Suburban,Gold,29,3.5,Morning,Premium,137,678.03520829
59,47,Urban,Silver,70,4.26,Afternoon,Economy,1,25.993449448411635
75,13,Urban,Regular,100,4.15,Afternoon,Economy,114,325.44761673
71,15,Rural,Silver,69,3.75,Evening,Economy,62,154.30831662
63,27,Rural,Regular,74,3.81,Evening,Premium,127,475.90465614
26,13,Rural,Regular,83,4.02,Night,Economy,20,25.993449448411635
34,54,Suburban,Regular,56,3.51,Evening,Premium,141,498.57644561
52,41,Rural,Regular,1,5.0,Night,Premium,23,95.294201
61,27,Urban,Gold,85,4.29,Morning,Premium,57,253.25163568
32,67,Rural,Gold,43,3.88,Night,Economy,104,308.95398812
11,25,Urban,Silver,0,5.0,Night,Premium,54,322.31199201
58,37,Urban,Silver,66,4.31,Evening,Economy,96,283.06010878
61,10,Urban,Silver,100,3.65,Morning,Economy,46,143.14834017
81,27,Suburban,Silver,88,3.56,Afternoon,Economy,78,230.79552917
100,41,Suburban,Silver,6,4.8,Evening,Premium,136,646.41376926
28,40,Rural,Gold,48,4.07,Afternoon,Premium,113,379.57039226
68,10,Rural,Gold,31,3.69,Night,Premium,168,623.49890754
100,3,Rural,Silver,13,3.85,Afternoon,Premium,84,271.58217378
29,29,Suburban,Gold,46,3.76,Morning,Premium,141,574.76132626
37,35,Suburban,Gold,45,4.65,Morning,Premium,127,521.39620965
83,1,Rural,Regular,16,4.18,Afternoon,Economy,180,589.60285046
65,69,Suburban,Gold,38,4.12,Afternoon,Economy,180,663.41595145
67,33,Rural,Gold,42,4.68,Morning,Premium,125,504.87038465
75,1,Rural,Gold,22,3.87,Afternoon,Premium,68,300.77189636
78,35,Suburban,Gold,0,4.22,Night,Economy,69,264.04955563
70,1,Rural,Regular,26,4.77,Night,Economy,143,516.85796439
73,8,Rural,Silver,2,4.09,Morning,Economy,76,159.49954541
32,36,Urban,Gold,59,3.82,Evening,Economy,111,345.3202888
84,3,Rural,Silver,50,3.59,Afternoon,Economy,43,185.77974839
97,9,Rural,Regular,87,4.1,Afternoon,Economy,89,299.94477198
87,44,Rural,Silver,0,4.85,Morning,Economy,90,270.14223094
72,25,Rural,Regular,89,3.65,Night,Economy,87,293.58249871
100,19,Urban,Silver,13,4.22,Morning,Economy,161,456.94126852
65,24,Suburban,Gold,48,3.5,Afternoon,Premium,122,523.98215481
84,60,Rural,Regular,40,4.53,Afternoon,Economy,138,578.48788798
100,43,Suburban,Regular,10,3.88,Night,Economy,119,373.11456973
52,1,Urban,Silver,58,4.59,Evening,Economy,34,122.70471845
91,56,Rural,Regular,52,4.5,Night,Premium,130,459.16190801
34,19,Rural,Gold,100,3.93,Night,Premium,56,188.74416351
40,26,Suburban,Gold,54,3.96,Afternoon,Premium,68,386.74937243
37,9,Urban,Gold,40,4.36,Evening,Economy,69,224.7219048
9,18,Suburban,Regular,28,3.95,Morning,Economy,180,614.43655167
43,31,Rural,Gold,30,4.16,Afternoon,Economy,110,281.80150262
62,29,Rural,Regular,0,5.0,Morning,Premium,114,525.11675979
53,60,Rural,Regular,32,3.72,Afternoon,Premium,168,553.58272672
30,6,Urban,Regular,64,5.0,Night,Economy,72,173.10967964
2,24,Rural,Regular,26,4.74,Afternoon,Premium,169,530.19022749
43,1,Urban,Regular,79,4.12,Afternoon,Premium,76,279.96901927
40,16,Urban,Gold,49,3.96,Morning,Economy,93,423.68343311
100,47,Rural,Silver,71,4.0,Morning,Premium,75,290.97795175
60,56,Rural,Gold,41,5.0,Evening,Premium,67,261.73083978
100,57,Urban,Silver,27,3.88,Afternoon,Premium,93,368.04896491
43,20,Urban,Regular,87,3.79,Morning,Premium,148,572.89561779
85,21,Urban,Gold,49,4.03,Evening,Economy,180,631.80390658
66,9,Urban,Silver,83,3.81,Afternoon,Economy,5,25.993449448411635
41,23,Rural,Silver,37,4.22,Afternoon,Premium,165,808.6480715
66,50,Urban,Regular,0,4.14,Morning,Premium,106,484.2090763
55,43,Suburban,Silver,100,3.97,Morning,Premium,90,408.75308942
53,17,Urban,Silver,23,4.02,Evening,Premium,96,397.01316465
21,21,Urban,Gold,10,4.27,Morning,Economy,164,657.2520702
100,22,Suburban,Silver,73,4.76,Evening,Premium,135,576.54638669
73,17,Urban,Regular,0,3.78,Night,Premium,69,243.29843888
34,32,Rural,Silver,79,4.7,Evening,Premium,137,530.28817492
70,41,Suburban,Silver,52,4.82,Night,Premium,94,459.6791075
52,71,Suburban,Regular,58,4.53,Night,Premium,68,345.21670684
94,27,Suburban,Gold,63,4.95,Night,Premium,39,234.04149325
53,40,Urban,Regular,18,4.75,Morning,Economy,54,230.66048758
59,8,Rural,Silver,18,3.62,Afternoon,Economy,115,342.03119355
46,29,Suburban,Regular,77,3.5,Night,Premium,72,272.40273681
72,24,Suburban,Regular,31,3.77,Morning,Premium,121,543.38407343
60,40,Urban,Regular,42,4.49,Afternoon,Economy,150,550.2593394
90,36,Rural,Silver,54,4.24,Afternoon,Premium,84,368.394664
68,40,Urban,Silver,70,4.3,Morning,Premium,88,501.98506979
100,24,Urban,Regular,1,4.58,Evening,Economy,28,131.07758229
57,21,Suburban,Regular,64,3.73,Morning,Economy,159,574.31343723
42,4,Urban,Gold,81,3.88,Afternoon,Premium,147,644.02209829
43,31,Urban,Regular,63,3.5,Evening,Premium,92,429.92248327
43,25,Urban,Gold,90,5.0,Evening,Premium,82,343.18768862
41,53,Rural,Regular,41,4.38,Afternoon,Economy,92,235.02020106
96,24,Urban,Regular,5,4.62,Night,Premium,108,472.17808327
54,17,Rural,Regular,66,4.11,Night,Premium,122,526.68094685
68,38,Urban,Silver,51,4.66,Morning,Premium,97,455.79574498
30,1,Suburban,Gold,100,3.67,Evening,Premium,97,363.59735599
60,33,Urban,Silver,58,4.47,Night,Economy,138,461.32445949
5,15,Rural,Regular,76,4.17,Afternoon,Economy,127,449.1562213
69,4,Urban,Regular,41,4.4,Night,Economy,180,570.72310884
48,30,Urban,Gold,51,4.22,Morning,Economy,149,503.78910131
98,1,Urban,Silver,86,4.42,Evening,Premium,40,215.28280225
80,38,Urban,Gold,69,3.5,Evening,Economy,94,296.18828232
80,29,Urban,Silver,100,3.93,Evening,Economy,84,260.49970963
40,16,Rural,Silver,78,4.54,Afternoon,Premium,53,352.85120797
69,45,Rural,Gold,52,5.0,Morning,Economy,103,347.03269848
100,37,Urban,Silver,58,3.9,Evening,Premium,139,481.94551595
43,3,Rural,Regular,70,4.54,Morning,Premium,86,283.93701478
41,38,Rural,Regular,91,4.51,Evening,Economy,109,374.72093395
62,37,Urban,Gold,46,4.37,Night,Premium,103,346.56867236
66,19,Rural,Gold,0,4.91,Night,Economy,116,425.75685951
77,23,Urban,Silver,75,4.04,Night,Economy,49,77.52101603
73,58,Urban,Gold,82,4.65,Evening,Premium,176,550.35286729
66,35,Rural,Silver,39,4.18,Night,Economy,123,392.04760115
44,4,Suburban,Regular,93,4.92,Evening,Premium,71,304.39821607
100,30,Suburban,Gold,76,3.99,Afternoon,Premium,180,759.85564234
97,1,Suburban,Gold,60,4.35,Morning,Premium,78,328.80255527
72,37,Rural,Regular,37,3.65,Morning,Premium,74,305.19981223
91,16,Urban,Gold,25,3.94,Afternoon,Premium,109,272.961869
60,18,Urban,Regular,69,4.94,Night,Premium,117,533.78289813
32,10,Urban,Gold,61,4.06,Morning,Economy,150,457.1441838
82,21,Urban,Silver,42,4.12,Evening,Economy,160,514.84288472
31,32,Urban,Silver,2,4.67,Night,Premium,110,295.24298183
100,15,Rural,Gold,69,3.91,Night,Premium,118,458.79378342
35,13,Urban,Silver,70,4.25,Evening,Economy,42,303.67485991
95,29,Urban,Regular,58,4.11,Night,Premium,180,668.12544458
100,21,Suburban,Gold,48,4.39,Night,Economy,59,148.21995865
30,23,Rural,Regular,20,4.53,Evening,Economy,111,374.94870386
27,14,Suburban,Silver,71,4.31,Morning,Economy,152,612.08958099
74,9,Urban,Silver,100,3.5,Night,Premium,70,338.38388345
98,25,Rural,Silver,25,4.21,Evening,Premium,154,549.18961436
79,41,Urban,Silver,27,3.98,Morning,Economy,71,320.48120501
42,26,Rural,Silver,39,3.67,Night,Premium,121,564.47107585
99,21,Urban,Gold,88,3.5,Afternoon,Economy,116,472.14194694
100,1,Urban,Silver,94,3.89,Evening,Premium,17,36.81863541
40,18,Rural,Gold,49,4.88,Morning,Economy,107,422.0029581
71,17,Urban,Gold,50,4.41,Morning,Economy,74,240.14141155
77,29,Urban,Silver,52,4.61,Afternoon,Premium,180,689.62436356
56,28,Suburban,Gold,8,4.29,Night,Economy,93,275.11150184
41,71,Urban,Silver,4,4.86,Morning,Economy,93,248.71176934
37,20,Rural,Regular,62,4.33,Night,Economy,91,284.41544832
20,42,Rural,Gold,100,4.45,Evening,Premium,63,174.97288894
83,43,Urban,Gold,100,4.16,Night,Economy,153,476.63854407
50,39,Rural,Silver,43,4.25,Night,Economy,1,25.993449448411635
100,27,Urban,Silver,27,4.15,Night,Economy,126,405.46823861
75,75,Suburban,Silver,21,4.61,Evening,Economy,126,379.05233774
60,11,Urban,Gold,100,4.66,Afternoon,Premium,29,53.24527813
97,36,Urban,Silver,17,4.37,Afternoon,Economy,95,349.85464337
60,41,Urban,Regular,50,4.56,Afternoon,Premium,102,455.58269685
49,1,Suburban,Silver,81,4.22,Morning,Economy,92,306.6054369
79,1,Suburban,Silver,50,4.46,Evening,Premium,92,340.04172035
49,51,Suburban,Regular,94,4.45,Afternoon,Premium,27,83.7160694
66,33,Rural,Silver,10,3.77,Night,Economy,74,192.48470296
70,5,Rural,Regular,29,3.5,Evening,Premium,133,519.97405973
63,50,Rural,Regular,35,4.72,Afternoon,Premium,109,360.75246843
71,24,Suburban,Regular,46,4.25,Morning,Premium,66,265.58363136
71,45,Rural,Regular,81,4.19,Night,Premium,95,343.07402932
66,59,Rural,Silver,0,4.08,Evening,Economy,104,299.5877484
49,23,Rural,Gold,45,4.14,Evening,Premium,83,288.78358704
37,1,Rural,Regular,62,4.62,Afternoon,Premium,99,484.64277691
44,12,Urban,Regular,76,4.02,Night,Premium,91,372.59458791
45,1,Rural,Silver,33,4.19,Night,Premium,87,487.99482692
77,10,Urban,Silver,47,4.01,Afternoon,Premium,34,147.12755903
100,53,Suburban,Gold,56,4.87,Afternoon,Premium,152,616.50445393
61,13,Rural,Gold,68,4.61,Afternoon,Premium,127,343.90688136
90,6,Suburban,Silver,99,5.0,Morning,Economy,55,143.67082319
44,57,Rural,Silver,49,4.26,Night,Economy,125,389.79031387
58,23,Suburban,Silver,68,4.21,Night,Premium,147,512.78733335
57,31,Urban,Regular,0,4.56,Evening,Premium,92,420.09659318
75,6,Suburban,Silver,43,3.86,Afternoon,Economy,130,461.82287239
46,50,Rural,Gold,71,4.67,Evening,Economy,80,184.52268287
79,28,Urban,Silver,83,4.33,Morning,Economy,144,426.50819917
69,42,Urban,Gold,0,4.66,Night,Premium,79,327.26802563
65,1,Urban,Silver,48,3.98,Morning,Economy,55,173.89110236
47,52,Rural,Silver,36,4.16,Evening,Premium,33,234.50073991
22,33,Suburban,Silver,86,4.4,Evening,Premium,16,25.993449448411635
50,13,Suburban,Silver,5,4.41,Afternoon,Economy,180,678.66794152
79,19,Rural,Gold,68,4.09,Night,Premium,47,250.9254271
19,17,Rural,Regular,62,4.69,Afternoon,Economy,111,335.65351348
24,32,Rural,Silver,73,4.39,Night,Economy,79,255.54049408
54,29,Suburban,Gold,54,4.5,Afternoon,Economy,118,482.3147793
41,57,Suburban,Silver,67,3.66,Evening,Premium,180,517.87587448
100,1,Urban,Silver,73,3.55,Morning,Premium,85,356.54101404
66,38,Suburban,Silver,32,3.93,Evening,Economy,51,224.92322921
51,1,Rural,Regular,46,4.53,Morning,Premium,83,331.68936228
88,75,Suburban,Gold,76,4.42,Night,Economy,111,411.25832249
59,55,Suburban,Silver,57,4.93,Night,Premium,124,391.74187855
59,26,Suburban,Gold,0,4.05,Morning,Premium,84,219.32242242
100,35,Urban,Silver,6,4.34,Afternoon,Economy,147,505.4710726
11,28,Rural,Silver,93,3.83,Afternoon,Premium,89,438.9474365
38,15,Urban,Gold,37,4.76,Night,Economy,84,267.40296031
73,13,Suburban,Gold,0,4.04,Afternoon,Premium,50,229.78280576
38,26,Urban,Regular,35,4.64,Night,Premium,180,588.07658459
38,1,Suburban,Silver,74,4.31,Night,Economy,72,229.24614264
80,52,Suburban,Silver,34,4.04,Evening,Premium,176,572.79659103
45,59,Urban,Gold,91,3.81,Morning,Premium,52,317.43600298
69,22,Rural,Regular,19,4.5,Evening,Premium,65,200.09903927
55,54,Rural,Regular,65,4.1,Evening,Economy,108,359.08400231
69,17,Rural,Silver,75,3.5,Morning,Premium,74,294.89511509
58,16,Urban,Gold,59,5.0,Afternoon,Economy,88,288.46863549
80,31,Urban,Silver,70,4.47,Afternoon,Economy,7,25.993449448411635
83,37,Rural,Regular,100,4.59,Night,Premium,44,210.6917168
44,11,Rural,Gold,67,4.0,Evening,Premium,123,439.09540314
22,33,Rural,Silver,0,3.76,Evening,Premium,121,535.91269895
57,32,Urban,Regular,49,4.09,Afternoon,Economy,52,257.78236634
47,1,Rural,Regular,65,4.82,Afternoon,Economy,92,201.72684925
44,22,Rural,Regular,86,3.84,Night,Economy,34,92.12230922
19,23,Urban,Gold,62,4.32,Night,Economy,123,467.28605364
51,15,Suburban,Regular,59,3.94,Afternoon,Premium,163,579.63574163
61,15,Urban,Silver,71,4.1,Evening,Premium,24,216.42255378
46,36,Rural,Silver,60,4.83,Night,Premium,116,423.92947568
59,1,Suburban,Regular,24,4.64,Evening,Economy,22,25.993449448411635
76,48,Rural,Silver,84,4.49,Morning,Premium,162,573.3612072
94,25,Rural,Gold,29,4.51,Afternoon,Economy,180,614.6571224
97,51,Urban,Silver,3,3.9,Night,Premium,111,415.21376192
45,15,Urban,Silver,59,4.96,Night,Premium,52,116.9719351
43,45,Urban,Silver,29,4.12,Morning,Economy,91,239.08451498
28,37,Suburban,Gold,55,4.67,Morning,Premium,112,401.13902643
80,1,Suburban,Regular,8,5.0,Afternoon,Economy,130,387.50777767
65,23,Urban,Regular,54,3.95,Afternoon,Economy,50,289.34460895
94,75,Urban,Silver,39,3.72,Night,Economy,78,288.35978785
65,43,Urban,Gold,46,4.4,Night,Premium,147,678.46291169
47,6,Rural,Gold,54,4.29,Morning,Premium,122,528.62562463
59,18,Rural,Regular,44,4.45,Morning,Economy,69,292.87635026
55,43,Suburban,Gold,29,3.98,Night,Economy,180,573.7869668
43,34,Suburban,Gold,14,4.07,Evening,Economy,79,293.75086542
62,1,Urban,Silver,63,4.1,Night,Economy,17,171.56047014
40,1,Rural,Silver,29,4.65,Evening,Economy,58,240.68719699
93,41,Rural,Regular,5,4.58,Afternoon,Premium,180,697.54292159
20,22,Urban,Regular,36,4.31,Morning,Premium,150,632.31733536
89,47,Suburban,Gold,30,5.0,Night,Premium,129,402.73369721
48,34,Urban,Regular,34,4.84,Morning,Premium,147,513.21391628
1,11,Suburban,Silver,78,3.93,Morning,Premium,130,599.7873924
18,26,Suburban,Silver,22,4.18,Night,Premium,60,348.04039823
59,19,Suburban,Regular,100,5.0,Night,Economy,53,165.58896201
50,33,Rural,Silver,50,4.05,Morning,Premium,67,149.47502096
70,10,Urban,Silver,38,5.0,Afternoon,Premium,123,355.21707801
50,1,Suburban,Silver,87,4.37,Morning,Premium,132,536.32868447
74,24,Suburban,Gold,45,4.61,Night,Economy,153,507.42257909
61,11,Rural,Silver,36,4.29,Night,Premium,180,603.38059365
76,45,Suburban,Silver,44,3.62,Morning,Economy,164,631.98066669
81,23,Urban,Gold,100,4.66,Night,Economy,161,536.52226019
72,32,Rural,Silver,0,4.0,Night,Economy,119,317.48735736
53,20,Suburban,Regular,50,4.41,Night,Premium,91,371.03651902
94,30,Urban,Regular,83,4.81,Evening,Economy,108,412.34259063
59,39,Rural,Gold,63,4.41,Afternoon,Economy,65,136.17848059
43,32,Suburban,Silver,62,3.77,Morning,Economy,11,25.993449448411635
50,1,Suburban,Silver,75,4.11,Morning,Premium,180,600.78566224
70,19,Suburban,Silver,73,3.5,Afternoon,Economy,77,290.35507136
84,66,Rural,Gold,43,4.03,Night,Economy,97,410.11315239
76,34,Suburban,Gold,74,4.33,Night,Economy,106,302.95881662
76,19,Urban,Silver,53,4.32,Night,Premium,99,343.69958018
52,17,Rural,Silver,59,4.32,Evening,Economy,67,124.40392377
86,54,Rural,Silver,22,4.18,Morning,Economy,54,209.64618019
61,37,Suburban,Silver,30,4.34,Evening,Economy,5,25.993449448411635
47,3,Suburban,Silver,34,3.89,Evening,Economy,114,394.61456175
15,65,Suburban,Gold,26,3.94,Night,Premium,175,653.71166451
75,32,Rural,Silver,17,3.97,Morning,Premium,114,450.35330349
46,32,Rural,Gold,76,5.0,Afternoon,Premium,62,135.98727725
35,55,Rural,Silver,29,4.62,Evening,Premium,85,337.32918828
30,30,Rural,Gold,17,5.0,Evening,Premium,125,495.53964867
82,35,Urban,Regular,56,3.99,Afternoon,Economy,134,345.23933557
64,1,Rural,Silver,23,3.87,Morning,Premium,63,329.06628153
73,25,Suburban,Gold,68,3.73,Afternoon,Economy,41,202.42062619
55,3,Suburban,Silver,59,3.93,Evening,Premium,50,269.25761458
61,17,Suburban,Gold,63,3.95,Night,Economy,123,421.89315221
59,32,Rural,Gold,24,4.04,Afternoon,Premium,31,203.31465478
33,1,Rural,Gold,35,4.11,Evening,Premium,57,344.97381332
80,33,Urban,Gold,65,4.43,Night,Premium,95,293.09485902
40,43,Rural,Silver,3,4.57,Afternoon,Economy,180,716.51241605
48,1,Rural,Regular,60,4.57,Morning,Economy,72,256.63832274
69,14,Urban,Gold,51,5.0,Morning,Economy,138,351.16467383
85,1,Urban,Silver,88,4.16,Night,Premium,34,164.23303054
46,37,Suburban,Regular,3,5.0,Night,Premium,86,398.89759749
78,17,Rural,Silver,35,4.7,Afternoon,Economy,13,101.96453528
68,49,Rural,Regular,54,4.72,Afternoon,Economy,110,440.06046112
55,2,Urban,Silver,88,4.41,Evening,Premium,64,313.13027597
58,31,Rural,Silver,72,4.31,Morning,Economy,109,407.90296622
58,11,Rural,Gold,31,5.0,Morning,Premium,64,188.7025732
66,27,Rural,Gold,55,5.0,Night,Economy,168,583.02475318
88,21,Rural,Silver,76,4.35,Evening,Premium,84,380.49348216
67,40,Urban,Silver,74,4.19,Night,Economy,85,288.78157826
54,33,Suburban,Gold,85,4.13,Evening,Economy,75,240.36738153
50,49,Urban,Silver,18,4.4,Evening,Premium,106,313.97611448
64,25,Rural,Regular,100,3.75,Evening,Economy,113,415.1115664
49,10,Urban,Gold,23,3.5,Afternoon,Economy,59,248.17195363
18,39,Rural,Silver,57,4.1,Night,Economy,89,336.57032892
88,26,Urban,Silver,34,4.04,Morning,Economy,120,436.28781097
57,22,Suburban,Silver,48,3.98,Afternoon,Economy,171,588.81520751
56,34,Rural,Silver,40,4.35,Afternoon,Premium,146,629.93328282
92,13,Rural,Regular,100,4.67,Morning,Premium,120,614.38398492
48,61,Urban,Silver,14,4.45,Morning,Premium,162,603.34902986
70,47,Urban,Gold,0,4.59,Afternoon,Premium,37,249.81093938
60,34,Rural,Gold,20,4.19,Afternoon,Premium,166,573.3968726
69,32,Rural,Silver,20,4.37,Morning,Premium,105,381.36985991
46,28,Rural,Regular,65,4.8,Night,Economy,71,169.96133978
82,17,Suburban,Regular,44,3.84,Morning,Premium,85,394.69434718
100,37,Suburban,Regular,60,4.34,Evening,Premium,142,531.6261796
38,19,Suburban,Regular,58,4.35,Evening,Premium,79,224.00029729
78,58,Urban,Silver,26,4.1,Morning,Economy,104,447.43353178
63,54,Suburban,Silver,30,4.33,Afternoon,Economy,121,350.13918422
69,31,Rural,Silver,17,4.65,Evening,Economy,143,542.97537785
71,45,Rural,Silver,71,3.9,Afternoon,Economy,32,135.83879538
31,1,Suburban,Regular,11,4.66,Evening,Economy,84,127.2689997
42,30,Rural,Gold,0,4.58,Night,Economy,139,482.40488329
55,1,Suburban,Regular,27,3.5,Morning,Economy,165,538.50748008
89,29,Suburban,Gold,92,3.86,Night,Economy,68,127.14620441
53,12,Urban,Regular,24,4.6,Night,Premium,180,715.36238042
71,44,Suburban,Silver,43,4.99,Afternoon,Premium,107,428.20077412
62,29,Rural,Gold,16,4.37,Night,Premium,33,174.34273273
62,20,Suburban,Silver,7,4.28,Afternoon,Premium,122,425.17262148
64,20,Suburban,Silver,23,4.19,Evening,Premium,86,375.36169936
41,1,Urban,Gold,64,4.6,Morning,Premium,61,201.47985577
57,44,Urban,Regular,0,3.91,Morning,Economy,23,168.0100859
51,53,Urban,Gold,96,4.51,Evening,Premium,95,409.70437748
59,42,Rural,Silver,0,4.1,Afternoon,Economy,121,382.97693627
44,18,Urban,Gold,25,3.58,Evening,Premium,113,473.81841627
100,11,Suburban,Silver,16,3.93,Night,Premium,82,326.48587624
20,1,Rural,Silver,32,4.08,Night,Premium,35,201.17844241
21,20,Suburban,Gold,96,3.84,Afternoon,Economy,156,466.22949763
70,1,Urban,Regular,39,5.0,Morning,Premium,116,309.59231442
80,1,Rural,Regular,35,4.12,Night,Economy,1,25.993449448411635
98,46,Urban,Gold,67,3.77,Afternoon,Economy,66,178.933897
54,58,Suburban,Gold,21,4.76,Morning,Economy,132,516.97291426
60,15,Urban,Silver,51,3.77,Evening,Premium,160,645.14334024
72,36,Urban,Silver,91,3.6,Evening,Economy,146,440.93256632
94,18,Urban,Gold,69,4.91,Night,Premium,117,556.81086
29,50,Suburban,Regular,59,4.01,Night,Economy,60,233.99111263
65,31,Urban,Regular,58,4.64,Morning,Premium,163,591.15854442
76,39,Rural,Silver,32,4.97,Evening,Economy,141,561.44538537
52,1,Suburban,Silver,10,3.55,Night,Economy,96,372.64109911
71,25,Suburban,Gold,69,3.89,Morning,Premium,113,422.50604817
46,17,Urban,Regular,47,4.23,Night,Premium,109,333.02479501
89,53,Urban,Gold,69,4.78,Night,Economy,72,176.68783766
19,17,Rural,Silver,97,4.53,Afternoon,Economy,89,310.7454657
54,22,Urban,Silver,91,4.37,Evening,Premium,133,556.55583834
74,1,Suburban,Regular,50,4.5,Morning,Economy,99,199.9819284
54,30,Rural,Gold,56,3.96,Afternoon,Economy,104,364.2126518
81,29,Rural,Silver,19,4.54,Morning,Economy,58,186.35715923
62,22,Urban,Silver,30,4.18,Afternoon,Premium,146,619.88295798
68,51,Rural,Regular,37,4.53,Night,Economy,125,282.51572522
74,27,Urban,Silver,61,4.01,Evening,Premium,38,183.27066497
59,15,Suburban,Regular,41,4.27,Night,Premium,109,367.50345278
21,12,Urban,Regular,55,3.89,Evening,Premium,92,368.23938131
100,41,Suburban,Silver,40,4.35,Evening,Premium,180,836.1164185613576
93,1,Suburban,Regular,27,4.14,Morning,Premium,67,378.2080394
78,14,Urban,Silver,67,4.06,Morning,Economy,72,257.03247161
52,25,Urban,Gold,58,4.28,Evening,Premium,55,112.57348622
71,19,Urban,Gold,29,3.5,Night,Economy,180,572.92431548
19,26,Urban,Gold,60,4.71,Morning,Economy,180,709.8511602
23,49,Urban,Regular,35,3.78,Night,Premium,132,486.21899782
100,22,Suburban,Regular,76,3.99,Morning,Premium,74,222.27544723
31,8,Rural,Silver,95,3.95,Morning,Premium,8,65.3443929
53,56,Urban,Regular,35,3.5,Night,Economy,61,199.42221548
64,22,Rural,Silver,58,4.64,Night,Premium,1,129.99936982
69,35,Urban,Gold,65,4.28,Morning,Economy,31,40.01755249
